url,question,reference_answer
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the name of the cultural organization that offers donor presale access to events in Pittsburgh?,Pittsburgh Cultural Trust
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the phone number for accessing donor presales by phone?,412-456-6666
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the name of the website where one can access donor presales online?,TrustArts.org
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the name of the program that allows donors to purchase tickets before they go on sale to the general public?,Donor Presale Access
https://trustarts.org/pct_home/support/donor-resources/donor-presale-access,What is the name of the donor support line for any questions about accessing donor presales?,412-471-3518
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,What event in the Cultural District brings everyone together to celebrate local art?,The Fall Gallery Crawl
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,Where will you find the Community Canvas in the Cultural District?,Exchange Way
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,Which artist designed the murals for the Community Canvas?,Alison Zapata
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,What is the name of the installation at Wood Street Galleries that investigates the Arctic Circle and its rapid disappearance?,Boat Trip
https://trustarts.org/blog/six-cant-miss-spots-at-the-fall-gallery-crawl,Who is the director of the movie 'The Last Dragon'?,Michael Schultz
https://downtownpittsburgh.com/events/event?id=62445,What is the name of the stadium where the Pittsburgh Penguins play?,PPG Paints Arena
https://downtownpittsburgh.com/events/event?id=62445,What is the name of the development project that is transforming a vacant lot in downtown Pittsburgh into a vibrant public space?,Project Pop-Up Paris to Pittsburgh
https://downtownpittsburgh.com/events/event?id=62445,Who is the current CEO of the Pittsburgh Downtown Partnership?,Not mentioned in the document
https://downtownpittsburgh.com/events/event?id=62445,What is the name of the university that is mentioned in the document and is located in Pittsburgh?,Carnegie Mellon University
https://www.nhl.com/gamecenter/stl-vs-pit/2025/03/13/2024021044,What is the name of the NHL team based in Pittsburgh?,Pittsburgh Penguins
https://www.nhl.com/gamecenter/stl-vs-pit/2025/03/13/2024021044,Who is the current coach of the Pittsburgh Penguins?,Mike Sullivan
https://www.nhl.com/gamecenter/stl-vs-pit/2025/03/13/2024021044,What is the name of the arena where the Pittsburgh Penguins play their home games?,PPG Paints Arena
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,What is the name of the theater where Eric Jones will perform his new magic show?,Liberty Magic
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,Which Pittsburgh Cultural Trust program showcases hundreds of jazz greats from the region?,BNY Mellon Presents JazzLive series
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,"What percentage of magicians in the U.S. were identified as African American as of December, 2021?",10%
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,Which artist and Collective founder curated the exhibit 'InVisible'?,Natiq Jalil
https://trustarts.org/blog/ways-to-support-black-art-in-the-cultural-district,What is the name of the film directed by Skinny Meyers that tells the story of a young Black man in America facing racially charged incidents?,The Sleeping Negro
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,What is the name of the opera that was performed by Pittsburgh Opera in 2025?,Armida
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,Who is the director of the Pittsburgh Opera Orchestra in the performance of Armida?,Anthony Walker
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,What is the name of the French New Wave director mentioned in the article as an example of a director who did not require sound for his films to be understood?,Francois Truffaut
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,What is the name of the Austrian composer who wrote the opera Armida in 1784?,Franz Joseph Haydn
https://pittsburghquarterly.com/articles/pittsburgh-operas-armida-sings-in-a-language-beyond-words,What is the name of the venue where the performance of Armida took place?,CAPA School Theater
https://events.cmu.edu/submit,What is the name of the university's web login page?,login.cmu.edu
https://events.cmu.edu/submit,When was Carnegie Mellon University founded?,1900
https://events.cmu.edu/submit,Who is the AndrewID and password login page warning addressed to?,it-help@cmu.edu
https://www.britannica.com/biography/john-forbes,In what year did John Forbes lead a new advance upon Fort Duquesne?,1758
https://www.britannica.com/biography/john-forbes,What is the name of the fortress that General John Forbes seized in 1759?,Fort Duquesne
https://www.britannica.com/biography/john-forbes,What is the name of the road that General John Forbes cut across Pennsylvania?,Braddock's road
https://www.britannica.com/biography/john-forbes,What is the name of the fort that the British built in 1761 to ensure their dominance at the source of the Ohio?,Fort Pitt
https://www.britannica.com/biography/john-forbes,Who was the British statesman that General John Forbes named the site after?,William Pitt the Elder
https://www.pittsburghpa.gov/safety/office-of-community-health-and-safety/meet-the-staff,Who is the founder of Carnegie Mellon University?,Andrew Carnegie
https://www.pittsburghpa.gov/safety/office-of-community-health-and-safety/meet-the-staff,What is the name of the famous street in Pittsburgh known for its arts and culture scene?,Carnegie Street
https://www.pittsburghpa.gov/safety/office-of-community-health-and-safety/meet-the-staff,What is the name of the research university located in Pittsburgh?,Carnegie Mellon University
https://www.pittsburghpa.gov/safety/office-of-community-health-and-safety/meet-the-staff,Who is the current mayor of Pittsburgh?,Ed Gainey
https://www.pittsburghpa.gov/business-development/city-planning,What is the name of the city government department that oversees city planning in Pittsburgh?,City Planning
https://www.pittsburghpa.gov/business-development/city-planning,What is the name of the program at CMU that ensures art and culture have a place in public spaces?,Public Art Program
https://www.pittsburghpa.gov/business-development/city-planning,What is the name of the Pittsburgh river that the Roberto Clemente Bridge spans?,Allegheny River
https://www.pittsburghpa.gov/business-development/city-planning,Who is the mayor of Pittsburgh as of 2025?,Not specified in the given document
https://www.pittsburghpa.gov/business-development/city-planning,"What is the name of the CMU initiative focused on promoting vibrant neighborhoods and a resilient, equitable future for all?",City Planning
https://www.visitpittsburgh.com/things-to-do/arts-culture,What is the name of the museum located on the Northside of Pittsburgh?,The Andy Warhol Museum
https://www.visitpittsburgh.com/things-to-do/arts-culture,What is the name of the architecture movement that Pittsburgh has become a leader in?,The green building movement
https://www.visitpittsburgh.com/things-to-do/arts-culture,What is the name of the festival that celebrates the arts in Pittsburgh?,Unblurred: First Fridays on Penn Avenue
https://www.visitpittsburgh.com/things-to-do/arts-culture,What is the name of the street in Pittsburgh where one can find the Unblurred festival?,Penn Avenue
https://www.visitpittsburgh.com/things-to-do/arts-culture,In what year was the Pittsburgh Insider's Guide first published?,2025
https://www.steelers.com/news/los-steelers-elegidos-para-jugar-el-primer-partido-de-temporada-regular-de-la-nfl-en-irlanda-en-2025,What is the name of the Pittsburgh Steelers' stadium?,Acrisure Stadium
https://www.steelers.com/news/los-steelers-elegidos-para-jugar-el-primer-partido-de-temporada-regular-de-la-nfl-en-irlanda-en-2025,"What is the name of the event that will be held in Dublin, Ireland in 2025?",NFL Dublin 2025
https://www.steelers.com/news/los-steelers-elegidos-para-jugar-el-primer-partido-de-temporada-regular-de-la-nfl-en-irlanda-en-2025,Who is the current president of the Pittsburgh Steelers?,Art Rooney II
https://www.steelers.com/news/los-steelers-elegidos-para-jugar-el-primer-partido-de-temporada-regular-de-la-nfl-en-irlanda-en-2025,"What is the name of the organization that Daniel M. Rooney, the former president of the Steelers, was a cofounder of?",The Ireland Funds
https://www.steelers.com/news/los-steelers-elegidos-para-jugar-el-primer-partido-de-temporada-regular-de-la-nfl-en-irlanda-en-2025,"What is the name of the stadium where the Steelers will play their game in Dublin, Ireland in 2025?",Croke Park
https://acrisurestadium.com/guest-services/security-guidelines,What is the name of the stadium in Pittsburgh where the Pittsburgh Steelers play?,Acrisure Stadium
https://acrisurestadium.com/guest-services/security-guidelines,In what year was the Pittsburgh Steelers team founded?,1933
https://acrisurestadium.com/guest-services/security-guidelines,What is the name of the museum located in Acrisure Stadium?,Steelers Hall of Honor Museum
https://acrisurestadium.com/guest-services/security-guidelines,What is the name of the private event space in Acrisure Stadium that offers audio/visual services?,FedEx Great Hall North Club
https://acrisurestadium.com/guest-services/security-guidelines,Who is the owner of the Pittsburgh Steelers team?,Acrisure
https://www.cmu.edu/engage/give/gift-planning/index.html,What is the name of the donor recognition society at Carnegie Mellon University?,The Warner Circle
https://www.cmu.edu/engage/give/gift-planning/index.html,In which city is Carnegie Mellon University located?,Pittsburgh
https://www.cmu.edu/engage/give/gift-planning/index.html,"What is the name of the fourth president of Carnegie Mellon University, after whom The Warner Circle is named?",John C. Warner
https://www.cmu.edu/engage/give/gift-planning/index.html,What is the tax ID number of Carnegie Mellon University?,25-0969449
https://www.cmu.edu/engage/give/gift-planning/index.html,What is the name of the university's online newsletter?,Tartan Traditions
https://www.pghcitypaper.com/pittsburgh/cv-theatre-presents-something-rotten-musical/event?oid=27572421,What is the name of the musical that CV Theatre is presenting?,Something Rotten!
https://www.pghcitypaper.com/pittsburgh/cv-theatre-presents-something-rotten-musical/event?oid=27572421,What is the name of the high school where the musical is being held?,Chartiers Valley High School
https://www.pghcitypaper.com/pittsburgh/cv-theatre-presents-something-rotten-musical/event?oid=27572421,What is the name of the street where Chartiers Valley High School is located?,Thoms Run Rd.
https://www.pghcitypaper.com/pittsburgh/cv-theatre-presents-something-rotten-musical/event?oid=27572421,What is the name of the city where CV Theatre is located?,Pittsburgh
https://www.pghcitypaper.com/pittsburgh/cv-theatre-presents-something-rotten-musical/event?oid=27572421,What is the name of the university that is mentioned in the document?,Carnegie Mellon University
https://trustarts.org/pct_home/events/series/liberty-magic,What is the name of the street where the administrative offices of the Pittsburgh Cultural Trust are located?,Liberty Avenue
https://trustarts.org/pct_home/events/series/liberty-magic,What is the name of the fund that supports Liberty Magic?,Emma Clyde Hodge Memorial Fund
https://trustarts.org/pct_home/events/series/liberty-magic,What is the phone number for the Pittsburgh Cultural Trust's administrative office?,412-471-6070
https://trustarts.org/pct_home/events/series/liberty-magic,What is the name of the theater that hosts Liberty Magic?,Liberty Magic
https://trustarts.org/pct_home/events/series/liberty-magic,What is the email address for the Pittsburgh Cultural Trust's administrative office?,Not provided in the given document
https://www.cmu.edu/engage/give/gift-planning/create-income.html,What is the name of the street where the Carnegie Mellon University University Advancement office is located?,Forbes Ave
https://www.cmu.edu/engage/give/gift-planning/create-income.html,Who is the contact person for the Gift Planning team at Carnegie Mellon University?,Mick Koster
https://www.cmu.edu/engage/give/gift-planning/create-income.html,What is the name of the university's YouTube channel?,CMU YouTube Channel
https://www.pittsburghpa.gov/city-government/finances-budget/taxes/tax-forms?oc_lang=pt,What is the name of the largest park in Pittsburgh?,Schenley Park
https://www.pittsburghpa.gov/city-government/finances-budget/taxes/tax-forms?oc_lang=pt,What is the name of the university's football team?,Tartans
https://www.pittsburghpa.gov/city-government/finances-budget/taxes/tax-forms?oc_lang=pt,Who is the mayor of Pittsburgh?,Ed Gainey
https://www.pittsburghpa.gov/city-government/finances-budget/taxes/tax-forms?oc_lang=pt,What is the name of the city's iconic sports stadium?,PNC Park
https://onlocationexp.com/nfl/super-bowl-tickets?utm_source=steelers.com&utm_medium=referral&utm_campaign=super_bowl_teams-steelers_footer_menu,What is the name of the city in Pennsylvania that is home to Carnegie Mellon University?,Pittsburgh
https://www.britannica.com/editor/amy-tikkanen/6393,Who is the American lawyer and politician who was chief of staff in the administration of U.S. Pres. Donald Trump?,Reince Priebus
https://www.britannica.com/editor/amy-tikkanen/6393,What is the name of the department of government efficiency that was a topic of discussion in 2025?,Department of Government Efficiency
https://www.britannica.com/editor/amy-tikkanen/6393,"What is the name of the famous lawyer and politician who grew up in Kenosha, Wisconsin?",Reince Priebus
https://downtownpittsburgh.com/events?n=3&d=17&y=2025,What is the name of the famous film festival held in Pittsburgh?,The Thaw
https://downtownpittsburgh.com/events?n=3&d=17&y=2025,What is the name of the historic jail turned museum in Downtown Pittsburgh?,The Old Allegheny County Jail and Museum
https://downtownpittsburgh.com/events?n=3&d=17&y=2025,What is the name of the public art space in Market Square?,Pub On The Square
https://downtownpittsburgh.com/events?n=3&d=17&y=2025,What is the name of the film that won the Silver Lion at the 2024 Venice Film Festival and is being screened at the Pittsburgh Downtown Partnership?,Vermiglio
https://downtownpittsburgh.com/events?n=3&d=17&y=2025,In what year was the Pittsburgh Downtown Partnership founded?,2015
https://www.pittsburghpa.gov/safety/animal-care-control/rodent-baiting-program,What is the name of the rodent baiting program in Pittsburgh?,Rodent Baiting Program
https://www.pittsburghpa.gov/safety/animal-care-control/rodent-baiting-program,What is the name of the contractor that places the pet-safe baiting station on a resident's property?,a contractor
https://www.pittsburghpa.gov/safety/animal-care-control/rodent-baiting-program,How many times per year can a resident request free rodent baiting?,two times per year
https://www.pittsburghpa.gov/safety/animal-care-control/rodent-baiting-program,What is the typical lifespan of a pet-safe baiting station?,about two months
https://www.pittsburghpa.gov/safety/animal-care-control/rodent-baiting-program,What should a resident report to PLI through 311 for inspection if they have issues creating or aggravating a rodent problem?,trash violations or poor property maintenance
https://3riversstudios.com,What is the name of the film and television studio located in Pittsburgh?,3 Rivers Studios
https://3riversstudios.com,How long does it take to get from downtown Pittsburgh to 3 Rivers Studios?,12 minutes
https://3riversstudios.com,What is the size of the building where 3 Rivers Studios is located?,"130,000 sq.ft."
https://3riversstudios.com,What services does 3 Rivers Studios offer in addition to its sound stages?,"set design and construction, wardrobe, special effects, catering, etc."
https://3riversstudios.com,What is the name of the in-house medic/specialist at 3 Rivers Studios?,COVID-19 trained medic/specialist
https://www.pghcitypaper.com/pittsburgh/northside-digital-literacy-class/Event?oid=26744493,What is the name of the digital literacy class offered by the WIN Workforce Development Program in collaboration with the NorthSide North Shore Chamber of Commerce?,Northside Digital Literacy Class
https://www.pghcitypaper.com/pittsburgh/northside-digital-literacy-class/Event?oid=26744493,Where is the Northside Digital Literacy Class held?,CoLab18 at Nova Place
https://www.pghcitypaper.com/pittsburgh/northside-digital-literacy-class/Event?oid=26744493,What is the address of CoLab18 at Nova Place?,"100 S. Commons, Pittsburgh North Side"
https://www.pghcitypaper.com/pittsburgh/northside-digital-literacy-class/Event?oid=26744493,What is the name of the workforce development program that offers the Northside Digital Literacy Class?,WIN Workforce Development Program
https://www.pghcitypaper.com/pittsburgh/northside-digital-literacy-class/Event?oid=26744493,What is the goal of the Northside Digital Literacy Class?,to remove employment barriers and find sustainable employment
https://www.pghcitypaper.com/pittsburgh/tuesday-night-bingo-at-st-ursula-church/Event?oid=27548938,What is the name of the church hosting the weekly Tuesday night bingo in Pittsburgh?,St. Ursula Church
https://www.pghcitypaper.com/pittsburgh/tuesday-night-bingo-at-st-ursula-church/Event?oid=27548938,What is the name of the weekly $500 jackpot at the Tuesday night bingo in Pittsburgh?,Weekly $500 jackpot
https://www.pghcitypaper.com/pittsburgh/tuesday-night-bingo-at-st-ursula-church/Event?oid=27548938,What is the name of the social hall at St. Ursula Church where the Tuesday night bingo is held?,Social hall
https://www.pghcitypaper.com/pittsburgh/tuesday-night-bingo-at-st-ursula-church/Event?oid=27548938,What is the name of the Pittsburgh neighborhood where St. Ursula Church is located?,Allison Park
https://www.pghcitypaper.com/pittsburgh/tuesday-night-bingo-at-st-ursula-church/Event?oid=27548938,What is the name of the road where St. Ursula Church is located?,Kirk Ave
https://carnegiemuseums.org/carnegie-magazine/winter-2024/doug-genovese,What is the name of the magazine that published the Q&A with Doug Genovese?,Carnegie magazine
https://carnegiemuseums.org/carnegie-magazine/winter-2024/doug-genovese,How many visitors dine at the Carnegie Museums in Oakland every year?,"more than 100,000"
https://carnegiemuseums.org/carnegie-magazine/winter-2024/doug-genovese,What is the name of the cafe where Doug Genovese serves as the general manager of food and beverage services?,The Cafe Carnegie
https://carnegiemuseums.org/carnegie-magazine/winter-2024/doug-genovese,What is the name of the farm that has been instrumental in helping Doug Genovese find and connect with local chefs?,Churchview Farm
https://carnegiemuseums.org/carnegie-magazine/winter-2024/doug-genovese,What is the name of the catering company that Doug Genovese is partnering with in 2022?,Above and Beyond Catering
https://www.britannica.com/topic/afl-cio,Who was the president of the AFL-CIO in 1979?,Lane Kirkland
https://www.britannica.com/topic/afl-cio,What was the name of the federation formed in 1935 by representatives of eight unions?,Committee for Industrial Organization (CIO)
https://www.britannica.com/topic/afl-cio,In what year did the AFL and the CIO merge?,1955
https://www.britannica.com/topic/afl-cio,Who was the first person of colour to be elected to an AFL-CIO executive office in 1995?,Linda Chavez-Thompson
https://www.pghcitypaper.com/pittsburgh/guided-meditation/Event?oid=16784570,What is the name of the weekly hour of mindfulness in Pittsburgh?,Guided Meditation
https://www.pghcitypaper.com/pittsburgh/guided-meditation/Event?oid=16784570,What is the name of the astrologer who leads the meditations?,Chey of Smoky Quartz Magick & Divination
https://www.pghcitypaper.com/pittsburgh/guided-meditation/Event?oid=16784570,What is the address of the Thrive on Health studio?,"730 Brookline Boulevard, Pittsburgh"
https://www.pghcitypaper.com/pittsburgh/guided-meditation/Event?oid=16784570,What is the name of the library located near the Brookline Pub?,"Carnegie Library, Brookline"
https://www.pghcitypaper.com/pittsburgh/guided-meditation/Event?oid=16784570,What is the name of the street where the Market Women of Diamond Square takes place?,Diamond Square
https://www.post-gazette.com/local/city/2010/05/25/mellon-arena-roof-may-open-for-final-show/stories/201005250282,What was the name of the first act that performed at Mellon Arena?,Ice Capades
https://www.post-gazette.com/local/city/2010/05/25/mellon-arena-roof-may-open-for-final-show/stories/201005250282,What is the name of the new arena that Mellon Arena is being replaced by?,Consol Energy Center
https://www.post-gazette.com/local/city/2010/05/25/mellon-arena-roof-may-open-for-final-show/stories/201005250282,Who is the acting Pittsburgh police chief that has been in the news recently?,Ed Gainey
https://www.post-gazette.com/local/city/2010/05/25/mellon-arena-roof-may-open-for-final-show/stories/201005250282,What is the name of the Pittsburgh university that has a research center that was spared from an NIH funding cut?,Carnegie Mellon University
https://www.post-gazette.com/local/city/2010/05/25/mellon-arena-roof-may-open-for-final-show/stories/201005250282,What is the name of the Pittsburgh sports team that has a player named Rickard Rakell?,Penguins
https://www.pittsburghpa.gov/recreation-events/parks/community-garden-plots,What is the name of the community garden located in Beechview?,Beechview Community Garden
https://www.pittsburghpa.gov/recreation-events/parks/community-garden-plots,Which community garden has over 75 in-ground plots of various sizes?,Bandi Schaum Community Garden
https://www.pittsburghpa.gov/recreation-events/parks/community-garden-plots,What is the name of the street in Highland Park where the Highland Park Community Garden is located?,Stanton Ave
https://www.pittsburghpa.gov/recreation-events/parks/community-garden-plots,"What is the name of the university that is located in Pittsburgh, PA?",Carnegie Mellon University
https://trustarts.org/pct_home/privacy-policy,What is the name of the district in Pittsburgh where the Pittsburgh Cultural Trust is located?,The Cultural District
https://trustarts.org/pct_home/privacy-policy,Which Pittsburgh Cultural Trust venue is home to the Pittsburgh Ballet Theatre?,August Wilson Center
https://trustarts.org/pct_home/privacy-policy,What is the name of the organization that operates the August Wilson Center for African American Culture?,The Pittsburgh Cultural Trust
https://trustarts.org/pct_home/privacy-policy,What is the name of the organization that manages the Pittsburgh Cultural Trust?,The Pittsburgh Cultural Trust
https://trustarts.org/pct_home/events/groups/special-events,What is the name of the theater where the event 'WHO'S AFRAID OF VIRGINIA WOOLF?' takes place?,O'Reilly Theater
https://trustarts.org/pct_home/events/groups/special-events,Which university is mentioned as a partner in the University Student/Faculty Tickets section?,Carnegie Mellon University
https://trustarts.org/pct_home/events/groups/special-events,What is the name of the festival that takes place in the Cultural District?,Gallery Crawl
https://trustarts.org/pct_home/events/groups/special-events,What is the name of the festival that takes place on New Year's Eve?,Highmark First Night Pittsburgh
https://trustarts.org/pct_home/events/groups/special-events,What is the name of the company that presents the 'Trust Cabaret' event?,Dentons Cohen & Grigsby
https://www.pghcitypaper.com/pittsburgh/eventsearch?page=3&v=d,What is the name of the organization that provides volunteer opportunities to serve teenage mothers and their children in Pittsburgh?,YoungLives
https://www.pghcitypaper.com/pittsburgh/eventsearch?page=3&v=d,"What is the name of the gallery that is searching for glass artists, fiber artists, potters, etc. to compliment the exhibits for 2015 & 2016?",Boulevard Gallery & Different Strokes Gallery
https://www.wikidata.org/wiki/q1342#identifiers,What is the name of the Pittsburgh University that is known for its computer science program?,Carnegie Mellon University
https://downtownpittsburgh.com/do-business/paris-to-pittsburgh,What is the name of the matching grant program to assist property and business owners with exterior enhancements in Pittsburgh?,Paris to Pittsburgh
https://downtownpittsburgh.com/do-business/paris-to-pittsburgh,What is the name of the 50 percent matching grant offered to properties that are interested in façade improvements but are not adding an outdoor café or installing an operable storefront?,Façade Grant
https://downtownpittsburgh.com/do-business/paris-to-pittsburgh,What is the name of the committee that reviews applications for the Paris to Pittsburgh program?,Paris to Pittsburgh Advisory Committee
https://downtownpittsburgh.com/do-business/paris-to-pittsburgh,What is the maximum amount of the Sidewalk Activation Grant offered by the Paris to Pittsburgh program?,"$50,000"
https://downtownpittsburgh.com/do-business/paris-to-pittsburgh,Where is the Pittsburgh Downtown Partnership located?,The Bank Tower 307 Fourth Avenue – Floor 2
https://carnegiemuseums.org/carnegie-magazine/winter-2024/opening-up-the-world-for-others,What is the name of the exhibition planned for 2026 at the Carnegie Museum of Natural History?,Egypt on the Nile
https://carnegiemuseums.org/carnegie-magazine/winter-2024/opening-up-the-world-for-others,What is the name of the program that offers free programming and memberships for refugee families at the Carnegie Museum of Art?,Neighborhood Museum
https://carnegiemuseums.org/carnegie-magazine/winter-2024/opening-up-the-world-for-others,What is the name of the philanthropic giving program that Bob Fierst is a part of at Carnegie Museums?,Patrons Circle
https://carnegiemuseums.org/carnegie-magazine/winter-2024/opening-up-the-world-for-others,What is the name of the wholesale flooring distributor that Bob Fierst's family business is involved in?,Fierst Floor Covering
https://carnegiemuseums.org/carnegie-magazine/winter-2024/opening-up-the-world-for-others,What is the name of the museum that is home to the Hall of Architecture where the large plaster casts of ancient buildings are?,Carnegie Museum of Natural History
https://bananasplitfest.com,What is the official dessert of Pennsylvania?,The Banana Split
https://bananasplitfest.com,Where is the Great American Banana Split Celebration held?,Latrobe
https://bananasplitfest.com,What is the name of the festival that celebrates the Banana Split?,The Great American Banana Split Celebration
https://bananasplitfest.com,In what year did the Great American Banana Split Festival start in Latrobe?,2013
https://bananasplitfest.com,Who is credited with inventing the Banana Split in 1904?,David Strickler
https://www.hydrol-earth-syst-sci.net/11/1633/2007/hess-11-1633-2007.html,What is the name of the climate classification system used in the provided document?,Köppen-Geiger system
https://www.hydrol-earth-syst-sci.net/11/1633/2007/hess-11-1633-2007.html,What is the name of the university mentioned in the document as being in Pittsburgh?,Carnegie Mellon University
https://www.hydrol-earth-syst-sci.net/11/1633/2007/hess-11-1633-2007.html,"What is the name of the river that runs through Pittsburgh, according to the document?",Not mentioned in the document
https://www.hydrol-earth-syst-sci.net/11/1633/2007/hess-11-1633-2007.html,Who is the author of the document?,"M. C. Peel, B. L. Finlayson, and T. A. McMahon"
https://www.hydrol-earth-syst-sci.net/11/1633/2007/hess-11-1633-2007.html,What is the name of the city mentioned in the document as being the location of Carnegie Mellon University?,Pittsburgh
https://www.pghcitypaper.com/pittsburgh/the-all-new-rhythm-of-the-dance-show-is-a-two-hour-dance-show-with-large-cast-of-step-dancers-and-music-extravaganza-of-irish-singers-coming/Event?oid=27513349,What is the name of the dance show coming to The Palace Theatre in March 2025?,Rhythm of the Dance
https://www.pghcitypaper.com/pittsburgh/the-all-new-rhythm-of-the-dance-show-is-a-two-hour-dance-show-with-large-cast-of-step-dancers-and-music-extravaganza-of-irish-singers-coming/Event?oid=27513349,What is the name of the production company that is presenting the Rhythm of the Dance show?,Latshaw Productions
https://www.pghcitypaper.com/pittsburgh/the-all-new-rhythm-of-the-dance-show-is-a-two-hour-dance-show-with-large-cast-of-step-dancers-and-music-extravaganza-of-irish-singers-coming/Event?oid=27513349,What is the location of The Palace Theatre where the Rhythm of the Dance show will be held?,"21 W. Otterman St, Greensburg, PA 15601"
https://www.pghcitypaper.com/pittsburgh/the-all-new-rhythm-of-the-dance-show-is-a-two-hour-dance-show-with-large-cast-of-step-dancers-and-music-extravaganza-of-irish-singers-coming/Event?oid=27513349,What is the name of the theatre where the Rhythm of the Dance show will be held?,The Palace Theatre
https://web.archive.org/web/20120401112817/http://www.emporis.com/building/us-steel-tower-pittsburgh-pa-usa,What is the name of the building that was considered to be the world's tallest building outside of New York and Chicago at the time of its completion?,U.S. Steel Tower
https://web.archive.org/web/20120401112817/http://www.emporis.com/building/us-steel-tower-pittsburgh-pa-usa,What is the name of the famous plaza available to the public near U.S. Steel Tower?,Plaza
https://web.archive.org/web/20120401112817/http://www.emporis.com/building/us-steel-tower-pittsburgh-pa-usa,What is the name of the city in which Carnegie Mellon University is located?,Pittsburgh
https://web.archive.org/web/20120401112817/http://www.emporis.com/building/us-steel-tower-pittsburgh-pa-usa,In what year was the U.S. Steel Tower completed?,1970
https://web.archive.org/web/20120401112817/http://www.emporis.com/building/us-steel-tower-pittsburgh-pa-usa,What is the name of the company that was the first to use liquid-fireproofed columns in building construction?,U.S. Steel Corporation
https://bananasplitfest.com/events/5k-banana-run,"What is the name of the festival in Latrobe, PA that celebrates the banana split?",The Great American Banana Split Celebration
https://bananasplitfest.com/events/5k-banana-run,What is the name of the 5K race that takes place during the Great American Banana Split Celebration?,The 5K Banana Run
https://bananasplitfest.com/events/5k-banana-run,Where does the 5K Banana Run course wind through?,"historic downtown Latrobe, PA"
https://bananasplitfest.com/events/5k-banana-run,Who is the sponsor of the 5K Banana Run?,Dole
https://bananasplitfest.com/events/5k-banana-run,What is the name of the organization that hosts the Great American Banana Split Celebration?,Greater Latrobe-Laurel Valley Regional Chamber of Commerce
https://www.pittsburghpa.gov/safety/public-safety/violence-prevention,What is the name of the trust fund established in 2020 to support violence prevention efforts in Pittsburgh?,STOP the Violence Trust Fund
https://www.pittsburghpa.gov/safety/public-safety/violence-prevention,What is the name of the Pittsburgh Plan announced by Mayor Gainey in 2022?,Pittsburgh Plan for Peace
https://www.pittsburghpa.gov/safety/public-safety/violence-prevention,Which organization is part of the City of Pittsburgh Department of Public Safety but is not the Pittsburgh Bureau of Police?,STOP the Violence Office
https://www.pittsburghpa.gov/safety/public-safety/violence-prevention,"What is the name of the initiative that promotes, assists, and connects anti-violence activities sponsored by the City of Pittsburgh with other governmental and private anti-violence activities?",Group Violence Intervention (GVI)
https://www.pittsburghpa.gov/safety/public-safety/violence-prevention,What is the name of the program that helps to prevent violence by providing resources and support to individuals and communities?,STOP the Violence Community Investment Grant
https://www.pghcitypaper.com/pittsburgh/trapt-full-band-acoustic-tour/Event?oid=27541538,What is the name of the winery that hosts the Trapt - Full Band Acoustic Tour?,The Forge Urban Winery
https://www.pghcitypaper.com/pittsburgh/trapt-full-band-acoustic-tour/Event?oid=27541538,What is the name of the city where The Forge Urban Winery is located?,Homestead Greensburg
https://www.pghcitypaper.com/pittsburgh/trapt-full-band-acoustic-tour/Event?oid=27541538,What is the name of the event that welcomes TRAPT - FULL BAND ACOUSTIC TOUR with special guest BLOOMFIELD?,The Forge Urban Winery and CE Presents
https://www.pghcitypaper.com/pittsburgh/trapt-full-band-acoustic-tour/Event?oid=27541538,What is the name of the street where The Forge Urban Winery is located?,E 7th Ave
https://www.pghcitypaper.com/pittsburgh/trapt-full-band-acoustic-tour/Event?oid=27541538,What is the year when Trapt - Full Band Acoustic Tour will take place?,2025
https://www.steelers.com/tickets/season-tickets-waiting-list,How many postseason games do season ticket holders have first right of refusal to?,"Postseason games are not a required purchase, but season ticket holders have first right of refusal to their seat location for any postseason games."
https://www.steelers.com/tickets/season-tickets-waiting-list,What is the cost of a seat license in the 500-level licensed seating?,"$1,250"
https://www.steelers.com/tickets/season-tickets-waiting-list,What is the name of the marketplace where fans can purchase stadium seat licenses from current season ticket holders?,Seat License Marketplace
https://www.steelers.com/tickets/season-tickets-waiting-list,What is the required purchase for all licensed seat locations within Acrisure Stadium?,A seat license fee
