url,question,reference_answer
https://trustarts.org/pct_home/events/groups/trust-presents,What is the name of the series that features children's theater?,Dentons Cohen & Grigsby Children's Theater Series
https://trustarts.org/pct_home/events/groups/trust-presents,What is the name of the festival that celebrates children's theater?,EQT Children's Theater Festival
https://trustarts.org/pct_home/events/groups/trust-presents,Where can university students and faculty purchase discounted tickets?,University Student/Faculty Tickets
https://carnegiemuseums.org/tag/stem,What is the name of the museum that features the Pixar exhibition?,Carnegie Science Center
https://carnegiemuseums.org/tag/stem,What is the name of the 3D-printed prosthetic hand featured in the STEM article?,Objects of Our Affection: 3D-Printed Prosthetic Hand
https://carnegiemuseums.org/tag/stem,"What is the name of the program at Carnegie Science Center that helps teens learn science, technology, engineering, and math skills?",Storytelling through STEM
https://carnegiemuseums.org/tag/stem,What is the name of the high school that is working to become one of Pittsburgh’s top-performing high schools with the help of Carnegie Science Center?,Perry Traditional Academy
https://carnegiemuseums.org/tag/stem,What is the name of the miniature railroad and village at Carnegie Science Center that features the story of Daisy Lampkin?,Miniature Railroad & Village
https://www.pghcitypaper.com/pittsburgh/saturday-nights-w-dj-nugget-and-friends/Event?oid=16729755,What is the name of the popular event held every Saturday at The Goldmark in Pittsburgh?,Saturday Nights w/ DJ Nugget & Friends
https://www.pghcitypaper.com/pittsburgh/saturday-nights-w-dj-nugget-and-friends/Event?oid=16729755,What is the name of the street where The Goldmark is located in Pittsburgh?,Butler St
https://www.pghcitypaper.com/pittsburgh/saturday-nights-w-dj-nugget-and-friends/Event?oid=16729755,What is the name of the Pittsburgh neighborhood where The Goldmark is located?,Lawrenceville
https://www.pghcitypaper.com/pittsburgh/saturday-nights-w-dj-nugget-and-friends/Event?oid=16729755,Who is the DJ that hosts the event 'Saturday Nights w/ DJ Nugget & Friends' at The Goldmark in Pittsburgh?,DJ Nugget
https://www.mlb.com/pirates/sponsorship,In which year did the Pirates play in the World Series for the first time?,1901
https://www.mlb.com/pirates/sponsorship,What is the name of the stadium where the Pittsburgh Pirates play their home games?,PNC Park
https://www.mlb.com/pirates/sponsorship,Who is the Vice President of Partnerships Premium and Events at the Pittsburgh Pirates?,Jared Kozinn
https://www.thefrickpittsburgh.org/event-echoes-an-evening-of-music-with-kea,What is the name of the Pittsburgh museum where KEA's music performance will take place?,The Frick Art Museum Auditorium
https://www.thefrickpittsburgh.org/event-echoes-an-evening-of-music-with-kea,What is the name of the university where Gary Kalinoski studied music?,Indiana University School of Music
https://www.thefrickpittsburgh.org/event-echoes-an-evening-of-music-with-kea,In what year did KEA release her debut single 'iLove You'?,2015
https://www.thefrickpittsburgh.org/event-echoes-an-evening-of-music-with-kea,What is the name of the event that inspired KEA to write the song 'Holla if You Hear Me'?,The Black Lives Matter movement
https://www.thefrickpittsburgh.org/event-echoes-an-evening-of-music-with-kea,Who is the music director and producer of the 3-time Grammy Award-Winning Sounds of Blackness?,Gary Hines
https://www.pghcitypaper.com/pittsburgh/tony-campbell-and-the-jazz-surgery/Event?oid=6981978,Which Pittsburgh-based university is known for its AI research?,Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/tony-campbell-and-the-jazz-surgery/Event?oid=6981978,What is the name of the Pittsburgh-based cafe that hosts jazz performances?,Dorothy Six Blast Furnace Cafe
https://www.pghcitypaper.com/pittsburgh/tony-campbell-and-the-jazz-surgery/Event?oid=6981978,"Who is the founder of Duolingo, a language learning platform, that is a product of Carnegie Mellon University?",Luis von Ahn
https://www.pghcitypaper.com/pittsburgh/tony-campbell-and-the-jazz-surgery/Event?oid=6981978,What is the name of the bridge in Pittsburgh that is famously yellow?,Roberto Clemente Bridge
https://www.pghcitypaper.com/pittsburgh/calliope-presents-j2b2-john-jorgenson-bluegrass-band/Event?oid=27136574,What is the name of the bluegrass band that performed at the Original Pittsburgh Winery?,J2B2
https://www.pghcitypaper.com/pittsburgh/calliope-presents-j2b2-john-jorgenson-bluegrass-band/Event?oid=27136574,Who is the founder of the Original Pittsburgh Winery?,Not mentioned
https://www.pghcitypaper.com/pittsburgh/calliope-presents-j2b2-john-jorgenson-bluegrass-band/Event?oid=27136574,What is the name of the event that the J2B2 band performed at?,Calliope Presents J2B2
https://www.pghcitypaper.com/pittsburgh/calliope-presents-j2b2-john-jorgenson-bluegrass-band/Event?oid=27136574,What is the name of the venue where the J2B2 band performed?,Original Pittsburgh Winery
https://www.pghcitypaper.com/pittsburgh/calliope-presents-j2b2-john-jorgenson-bluegrass-band/Event?oid=27136574,Who is one of the musicians of the band J2B2?,John Jorgenson
https://www.mlb.com/pirates/news/topic/pirates-press-releases,What is the name of the baseball team that plays at PNC Park in Pittsburgh?,Pittsburgh Pirates
https://www.mlb.com/pirates/news/topic/pirates-press-releases,What is the name of the program that the Pittsburgh Pirates and PNC Bank have collaborated on for small businesses?,Going to Bat for Small Business Program
https://www.mlb.com/pirates/news/topic/pirates-press-releases,Which university in Pittsburgh is known for its School of Computer Science?,Carnegie Mellon University
https://www.mlb.com/pirates/news/topic/pirates-press-releases,What is the name of the convention center where PiratesFest takes place?,David L. Lawrence Convention Center
https://www.mlb.com/pirates/news/topic/pirates-press-releases,Who was the first baseman that the Pittsburgh Pirates acquired from the Cleveland Guardians in 2024?,Spencer Horwitz
https://downtownpittsburgh.com/events/event?id=62398,What is the name of the film that won the Silver Lion at the 2024 Venice Film Festival?,Vermiglio
https://downtownpittsburgh.com/events/event?id=62398,What is the name of the theater in Downtown Pittsburgh where the film 'Vermiglio' is being shown?,Harris Theater
https://downtownpittsburgh.com/events/event?id=62398,In what year did Carnegie Mellon University become Italy's Official Selection for the Academy Awards?,2025
https://downtownpittsburgh.com/events/event?id=62398,What is the name of the director of the film 'Vermiglio'?,Maura Delpero
https://downtownpittsburgh.com/events/event?id=62398,"What is the name of the small, mountainous village in Italy where the film 'Vermiglio' is set?",Vermiglio
https://www.pittsburghpa.gov/resident-services/road-maintenance,What is the name of the city's department that handles street maintenance?,Street Maintenance Bureau
https://www.pittsburghpa.gov/resident-services/road-maintenance,What is the main focus of the City of Pittsburgh's Climate Action Plan?,Climate Action Plan Resilient Pittsburgh Food Systems Sustainability & Resilience Library Affiliations & Memberships Environmental Planning and Review
https://www.pittsburghpa.gov/resident-services/road-maintenance,In what year was the City of Pittsburgh's Paving Schedule first implemented?,Not mentioned
https://www.pittsburghpa.gov/resident-services/road-maintenance,What is the name of the program that provides affordable housing options for low-income residents in Pittsburgh?,Not mentioned
https://www.pittsburghpa.gov/resident-services/road-maintenance,Who is the current Mayor of Pittsburgh?,Not mentioned
https://pittsburghrestaurantweek.com/restaurants/winter-2019-restaurants,What is the name of the Pittsburgh event that celebrates the city's restaurants?,Pittsburgh Restaurant Week
https://pittsburghrestaurantweek.com/restaurants/winter-2019-restaurants,What is the name of the famous restaurant that is part of Carnegie Mellon University's campus?,Lidia's Pittsburgh
https://pittsburghrestaurantweek.com/restaurants/winter-2019-restaurants,What is the name of the university that hosts the Robotics Academy?,Carnegie Mellon University
https://pittsburghrestaurantweek.com/restaurants/winter-2019-restaurants,Who is the founder of Pittsburgh Restaurant Week?,Pittsburgh TasteBuds Ltd
https://my.heinzhistorycenter.org/orders/558/calendar?cart=true&eventid=64babd55351d6b414477592b&membershipids=,What is the name of the sports museum located in Pittsburgh?,Sports Museum
https://my.heinzhistorycenter.org/orders/558/calendar?cart=true&eventid=64babd55351d6b414477592b&membershipids=,In which year did CMU's Andrew Carnegie found the institution?,1900
https://my.heinzhistorycenter.org/orders/558/calendar?cart=true&eventid=64babd55351d6b414477592b&membershipids=,What is the name of the AI professor at CMU who co-founded Duolingo?,Luis von Ahn
https://my.heinzhistorycenter.org/orders/558/calendar?cart=true&eventid=64babd55351d6b414477592b&membershipids=,Which Pittsburgh museum features exhibits on the city's history and sports?,Heinz History Center
https://www.britannica.com/place/pittsburgh,What is the name of the first university in Pittsburgh?,The University of Pittsburgh
https://www.britannica.com/place/pittsburgh,In which year did Andrew Carnegie give a gift of $1 million to the city of Pittsburgh for the creation of a technical school?,1900
https://www.britannica.com/place/pittsburgh,What is the name of the river that forms the border between Pittsburgh and the state of Ohio?,Ohio River
https://www.britannica.com/place/pittsburgh,"Who is the founder of the American Federation of Labor, which was born in Pittsburgh?",Samuel Gompers
https://www.britannica.com/place/pittsburgh,What is the name of the university that is known for its robotics program?,Carnegie Mellon University
https://carnegiemuseums.org/events,What is the name of the Carnegie Museums' annual event celebrating nature?,NatureFest
https://carnegiemuseums.org/events,Which Carnegie Museum hosts exhibitions on art?,Carnegie Museum of Art
https://carnegiemuseums.org/events,What is the name of the museum that features the art of Gertrude Abercrombie?,Carnegie Museum of Art
https://carnegiemuseums.org/events,What is the name of the Carnegie museum that features the art of Warhol?,The Andy Warhol Museum
https://carnegiemuseums.org/events,What is the name of the event that is held at the Carnegie Science Center every Wednesday?,Youth Open Studio Warhol
https://www.pittsburghpa.gov/recreation-events/events/artworks,What is the name of the Pittsburgh event that hosts an annual employee art exhibition?,ARTWorks
https://www.pittsburghpa.gov/recreation-events/events/artworks,What year was the 23rd Annual ARTWorks City of Pittsburgh Employee Art Exhibition held?,2024
https://www.pittsburghpa.gov/recreation-events/events/artworks,Which Pittsburgh department is responsible for hosting the ARTWorks event?,"Department of Parks & Recreation, Community Enrichment Program Office"
https://www.pittsburghpa.gov/recreation-events/events/artworks,What is the name of the organization that sponsors the ARTWorks event?,The National Arts Program and The City of Pittsburgh
https://www.pittsburghpa.gov/recreation-events/events/artworks,Where is the ARTWorks drop-off location for the 2024 exhibition?,"Marshall Mansion, 6300 Fifth Avenue Pittsburgh, PA 15232"
https://www.pghcitypaper.com/pittsburgh/scottish-country-dancing/Event?oid=1444211,What is the name of the university located near the Grandview United Presbyterian Church in Pittsburgh?,Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/scottish-country-dancing/Event?oid=1444211,In what neighborhood is the Grace Episcopal Church located in Pittsburgh?,Mt. Washington
https://carnegiemuseums.org/about-us/our-museums,In which year did Carnegie Mellon University host its first Carnegie International?,1896
https://carnegiemuseums.org/about-us/our-museums,What is the name of the museum that hosts the world's largest collection of Andy Warhol's artworks?,The Andy Warhol Museum
https://carnegiemuseums.org/about-us/our-museums,What is the name of the science center in Oakland that offers hands-on exhibits and programs?,Carnegie Science Center
https://carnegiemuseums.org/about-us/our-museums,What is the name of the museum that was founded by Andrew Carnegie and has a strong focus on contemporary art?,Carnegie Museum of Art
https://carnegiemuseums.org/about-us/our-museums,In which region does the Carnegie Museum of Natural History play a critical role in both the scientific community and the region?,Pittsburgh region
https://www.heinzhistorycenter.org/visit/sports-museum,What is the name of the museum showcasing Pittsburgh sports history?,Western Pennsylvania Sports Museum
https://www.heinzhistorycenter.org/visit/sports-museum,What is the address of the Western Pennsylvania Sports Museum?,"1212 Smallman St, Pittsburgh, PA 15222"
https://www.heinzhistorycenter.org/visit/sports-museum,What is the name of the program at the Heinz History Center that focuses on African American history?,African American Program
https://www.heinzhistorycenter.org/visit/sports-museum,"Who is the co-founder of Duolingo, an AI-based language learning platform, and a CMU professor?",Luis von Ahn
https://www.heinzhistorycenter.org/visit/sports-museum,"What is the name of the Heinz History Center's Museum Shop, which sells Pittsburgh-themed merchandise?",The Shop
https://www.pittsburghpa.gov/business-development/mobility-and-infrastructure/plans,What is the name of the city's official government website?,city.pittsburgh.pa.us
https://www.pittsburghpa.gov/business-development/mobility-and-infrastructure/plans,What is the name of the Pittsburgh city's official government website's accessibility entrance location?,Ross St.
https://www.pittsburghpa.gov/business-development/mobility-and-infrastructure/plans,What is the name of the city's official government website's accessibility entrance location on?,Grant St.
https://www.pittsburghpa.gov/business-development/mobility-and-infrastructure/plans,What is the name of the city's official government website's phone number?,412-255-2621
https://www.pittsburghpa.gov/business-development/mobility-and-infrastructure/plans,What is the name of the city's official government website's address?,"414 Grant St. Pittsburgh, PA 15219"
https://www.pghcitypaper.com/pittsburgh/2025-family-house-gala/Event?oid=27436724,Who is the main healthcare provider sponsoring the 2025 Family House Gala?,UPMC
https://www.pghcitypaper.com/pittsburgh/2025-family-house-gala/Event?oid=27436724,What is the name of the organization presenting the 2025 Family House Gala?,Family House
https://www.pghcitypaper.com/pittsburgh/2025-family-house-gala/Event?oid=27436724,What is the address of the venue hosting the 2025 Family House Gala?,"325 Sixth Ave., Pittsburgh Downtown"
https://www.pghcitypaper.com/pittsburgh/2025-family-house-gala/Event?oid=27436724,What is the name of the center for nonprofit management located near the Duquesne Club?,Bayer Center for Nonprofit Management
https://www.pghcitypaper.com/pittsburgh/2025-family-house-gala/Event?oid=27436724,What is the name of the organization that the 2025 Family House Gala is raising funds for?,Family House
https://www.pghcitypaper.com/category/fall-guide-15817790,What is the name of the Pittsburgh event guide published by City Paper?,Fall Guide
https://www.pghcitypaper.com/category/fall-guide-15817790,What is the name of the aviary in Pittsburgh that ghost hunters claim is extremely haunted?,National Aviary
https://www.pghcitypaper.com/category/fall-guide-15817790,What is the name of the restaurant in Pittsburgh that has a ghostly presence?,ScareHouse
https://www.pghcitypaper.com/category/fall-guide-15817790,What is the name of the feminist journey through the seedy streets of 1910s Pittsburgh?,The Market Women of Diamond Square
https://www.pghcitypaper.com/category/fall-guide-15817790,What is the name of the Pittsburgh comedy tour hosted by Matt Light?,Burgh Bus
https://www.cmu.edu/engage/partner/foundations/foundations-staff.html,Where is Carnegie Mellon University located?,"Pittsburgh, PA"
https://www.cmu.edu/engage/partner/foundations/foundations-staff.html,What is the name of the University Advancement department at CMU?,University Advancement
https://www.cmu.edu/engage/partner/foundations/foundations-staff.html,Who is the Director of Non-governmental limited submission opportunities at CMU?,Leah Picker
https://www.cmu.edu/engage/partner/foundations/foundations-staff.html,What is the name of the CMU YouTube channel?,CMU YouTube Channel
https://www.cmu.edu/engage/partner/foundations/foundations-staff.html,What is the address of the University Advancement department at CMU?,5000 Forbes Ave
https://www.britannica.com/place/washington-pennsylvania,What was the name of the first crematory in the United States built in Washington?,The first crematory in the United States was built in Washington in 1876 by Francis Julius Le Moyne
https://www.britannica.com/place/washington-pennsylvania,Which river forms by the confluence of the Allegheny and Monongahela rivers at Pittsburgh?,Ohio River
https://www.britannica.com/place/washington-pennsylvania,What was the name of the Delaware Indian chief who lived in the area where Washington was founded?,Catfish’s Camp
https://www.britannica.com/place/washington-pennsylvania,What is the name of the university founded by Andrew Carnegie in 1900?,Carnegie Mellon University
https://www.britannica.com/place/washington-pennsylvania,What was the name of the treaty that ended the French and Indian Wars and gave the English control of the territory along the Ohio River?,Treaty of 1763
https://www.cmu.edu/engage/give/opportunities/college-school/cfa.html,What is the name of the university-specific fund that provides the Dean of the College of Fine Arts with financial flexibility?,Dean's Innovation Fund (CFA)
https://www.cmu.edu/engage/give/opportunities/college-school/cfa.html,What is the name of the scholarship fund in the School of Music that provides talented undergraduates with merit-based scholarship support?,Heritage Scholarship Fund
https://www.cmu.edu/engage/give/opportunities/college-school/cfa.html,What is the name of the fund that supports emerging opportunities and new ideas in the School of Art?,Head's Innovation Fund
https://www.cmu.edu/engage/give/opportunities/college-school/cfa.html,What is the name of the organization that provides talented undergraduates in the School of Architecture with merit-based scholarship support?,School of Architecture Merit Scholarship Fund
https://www.cmu.edu/engage/give/opportunities/college-school/cfa.html,"Who is the Associate Dean for Advancement, College of Fine Arts at Carnegie Mellon University?",Carolyn Hess-Abraham
https://web.archive.org/web/20210519061309/https://www.sistercitiespgh.org/sister-cities,"In what year did Pittsburgh become sister cities with Glasgow, Scotland?",2020
https://web.archive.org/web/20210519061309/https://www.sistercitiespgh.org/sister-cities,What is the name of the university that published a book titled 'Remaking Post Industrial Cities' which included a chapter on Bilbao?,Carnegie Mellon University
https://web.archive.org/web/20210519061309/https://www.sistercitiespgh.org/sister-cities,Which city in China is a sister city of Pittsburgh since 1982?,Wuhan
https://web.archive.org/web/20210519061309/https://www.sistercitiespgh.org/sister-cities,"In what year did Pittsburgh establish a sister city relationship with Da Nang, Vietnam?",2008
https://web.archive.org/web/20210519061309/https://www.sistercitiespgh.org/sister-cities,What is the name of the organization that sent PPE to Wuhan in the spring of 2020 as a gesture of international cooperation?,"Sister Cities Pittsburgh, Pittsburgh Chinese Cultural Center, and Brothers Brother Foundation"
https://www.cmu.edu/engage/give/make-your-gift/donor-advised-funds.html,What is the address of Carnegie Mellon University?,"5000 Forbes Avenue, Pittsburgh, PA 15213"
https://www.cmu.edu/engage/give/make-your-gift/donor-advised-funds.html,What is the name of the office that handles gift planning at CMU?,Office of Gift Planning
https://www.cmu.edu/engage/give/make-your-gift/donor-advised-funds.html,What is the name of the search tool for finding a donor-advised fund sponsor?,DAF Direct
https://www.cmu.edu/engage/give/make-your-gift/donor-advised-funds.html,What is the name of the charitable giving program that allows you to combine tax benefits with flexibility?,Donor Advised Fund
https://www.cmu.edu/engage/give/make-your-gift/donor-advised-funds.html,What is the name of the university's address for contacting the Office of Gift Administration?,gift-administration@andrew.cmu.edu or 412-268-2582
https://www.cmu.edu/events/index.html,In which year was the Architecture Archives founded at Carnegie Mellon University?,1985
https://www.cmu.edu/events/index.html,What is the name of the library gallery at Carnegie Mellon University that hosts the exhibition 'Here to Stay: Celebrating 40 Years at the Architecture Archives'?,Hunt Library Gallery
https://www.cmu.edu/events/index.html,What is the name of the event that celebrates the 40th anniversary of the Architecture Archives at Carnegie Mellon University?,Here to Stay: Celebrating 40 Years at the Architecture Archives
https://www.cmu.edu/events/index.html,What is the name of the month that is celebrated in March 2025 at Carnegie Mellon University?,Women's History Month
https://www.cmu.edu/events/index.html,"What is the name of the holiday that is observed on March 5, 2025 at Carnegie Mellon University?",Ash Wednesday
https://www.pghcitypaper.com/pittsburgh/st-barnabas-founders-day-2025/Event?oid=27437172,What is the name of the Pittsburgh event where Jimmy Failla is being honored?,St. Barnabas Founder’s Day Celebration
https://www.pghcitypaper.com/pittsburgh/st-barnabas-founders-day-2025/Event?oid=27437172,Where is the St. Barnabas Founder’s Day Celebration held?,Pittsburgh Marriott North in Cranberry Twp
https://www.pghcitypaper.com/pittsburgh/st-barnabas-founders-day-2025/Event?oid=27437172,"What is the name of the university that is located in Pittsburgh, founded in 1900?",Carnegie Mellon University
https://www.pghcitypaper.com/pittsburgh/st-barnabas-founders-day-2025/Event?oid=27437172,What is the name of the Pittsburgh City Paper section that covers news about the city's social justice issues?,Social Justice
https://www.pghcitypaper.com/pittsburgh/st-barnabas-founders-day-2025/Event?oid=27437172,What is the name of the Pittsburgh City Paper section that covers news about the city's politics?,Politics
https://www.britannica.com/browse/cities-towns-p-s,What is the name of the famous bridge in Pittsburgh that is famously yellow?,Roberto Clemente Bridge
https://www.britannica.com/browse/cities-towns-p-s,What is the name of the first computer science program at CMU?,The School of Computer Science
https://www.britannica.com/browse/cities-towns-p-s,"Who is the founder of the Carnegie Institute of Technology, which later became part of Carnegie Mellon University?",Andrew Carnegie
https://www.britannica.com/browse/cities-towns-p-s,What is the name of the annual festival in Pittsburgh that celebrates the city's arts and culture?,Three Rivers Arts Festival
https://www.pghcitypaper.com/category/opinion-1787522,What is the name of the Pittsburgh-based university that was founded by Andrew Carnegie and Andrew Mellon?,Carnegie Mellon University
https://www.pghcitypaper.com/category/opinion-1787522,Who is the author of the article Affordable-ish Housing in Pittsburgh: Just build housing edition?,Michael Machosky
https://www.pghcitypaper.com/category/opinion-1787522,What is the name of the Pittsburgh-based newspaper that published the article Affordable-ish Housing in Pittsburgh: Just build housing edition?,Pittsburgh City Paper
https://www.pittsburghpa.gov/recreation-events/film-event-management/important-documents,What is the name of the University where the CMU robotics department is located?,Carnegie Mellon University
https://www.pittsburghpa.gov/recreation-events/film-event-management/important-documents,Who is the mayor of Pittsburgh?,No answer available
https://www.pittsburghpa.gov/recreation-events/film-event-management/important-documents,What is the name of the Pittsburgh riverfront park where you can find a large public art installation?,Point State Park
https://www.pittsburghpa.gov/recreation-events/film-event-management/important-documents,What is the name of the famous Pittsburgh landmark that was originally called the 'Sixth Street Bridge'?,Roberto Clemente Bridge
https://www.pittsburghpa.gov/recreation-events/film-event-management/important-documents,What is the name of the Pittsburgh public service number that you can call to report a problem?,311
https://www.pittsburghsymphony.org/pso_home/web/about-landing/mission,What is the name of the music venue located within the Pittsburgh Cultural Trust?,Heinz Hall
https://www.pittsburghsymphony.org/pso_home/web/about-landing/mission,What is the name of the organization that manages the Pittsburgh Symphony Orchestra?,Pittsburgh Cultural Trust
https://www.pittsburghsymphony.org/pso_home/web/about-landing/mission,"What is the name of the program that aims to create a culture of dignity, respect, and belonging for all individuals at the Pittsburgh Symphony Orchestra?","Diversity, Equity, Accessibility, and Inclusion"
https://www.pittsburghsymphony.org/pso_home/web/about-landing/mission,"What is the name of the university that is mentioned in the text as having a task force that recommended the Diversity, Equity, Accessibility, and Inclusion program?",Carnegie Mellon University
https://www.pittsburghsymphony.org/pso_home/web/about-landing/mission,What is the address of the Pittsburgh Symphony Orchestra?,"600 Penn Avenue, Pittsburgh, PA 15222"
https://www.visitpittsburgh.com/directory/phipps-conservatory-and-botanical-gardens,What is the name of the famous glasshouse located in Schenley Park?,The 14-room glasshouse
https://www.visitpittsburgh.com/directory/phipps-conservatory-and-botanical-gardens,What is the name of the botanical garden located near downtown Pittsburgh?,Phipps Conservatory and Botanical Gardens
https://www.visitpittsburgh.com/directory/phipps-conservatory-and-botanical-gardens,What is the name of the street where Phipps Conservatory and Botanical Gardens is located?,One Schenley Dr.
https://www.pghcitypaper.com/pittsburgh/syndication,What is the name of the popular Pittsburgh event that takes place in March?,Best Of Pgh
https://www.pghcitypaper.com/pittsburgh/syndication,What is the name of the local publication that offers a free will astrology section?,City Paper
https://www.pghcitypaper.com/pittsburgh/syndication,What is the name of the popular Pittsburgh comedy tour?,Burgh Bus
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/steele-jennifer,What is the name of the foundation that Jennifer Steele is the Hilda M. Willis Foundation Chair for?,Hilda M. Willis Foundation
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/steele-jennifer,In which year did Jennifer Steele join the flute section of the Pittsburgh Symphony Orchestra?,1994
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/steele-jennifer,Which two universities does Jennifer Steele have past and present associations with?,Carnegie Mellon University and Duquesne University
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/steele-jennifer,What is the name of the magazine that Jennifer Steele is a contributing author for?,Flute Talk Magazine
https://www.pittsburghsymphony.org/pso_home/biographies/musicians/steele-jennifer,Where has Jennifer Steele spent recent summers teaching and performing?,"Brevard Music Center in North Carolina and the Strings Music Festival in Steamboat Springs, CO"
https://www.pghcitypaper.com/pittsburgh/purplestride-pittsburgh/Event?oid=27545283,What is the name of the annual walk to raise money for pancreatic cancer research in Pittsburgh?,PurpleStride Pittsburgh
https://www.pghcitypaper.com/pittsburgh/purplestride-pittsburgh/Event?oid=27545283,Where is the PurpleStride Pittsburgh event held?,Schenley Plaza
https://www.pghcitypaper.com/pittsburgh/purplestride-pittsburgh/Event?oid=27545283,"What is the name of the event village where people can grab a snack, write on the tribute wall, take pictures with their family and friends, and be inspired during the opening ceremony before the walk?",event village
https://www.pghcitypaper.com/pittsburgh/purplestride-pittsburgh/Event?oid=27545283,What is the name of the street where Schenley Plaza is located?,Forbes Ave
https://www.pghcitypaper.com/pittsburgh/purplestride-pittsburgh/Event?oid=27545283,In what year is PurpleStride Pittsburgh scheduled to take place?,2025
https://www.commanders.com,What is the name of the stadium where the Washington Commanders play?,Northwest Stadium
https://www.commanders.com,In what year was the Washington Commanders' Jayden Daniels named the AP Offensive Rookie of the Year?,2024
https://www.commanders.com,What is the name of the NFL Scouting Combine's location?,Lucas Oil Stadium
https://www.commanders.com,What is the name of the event where the Washington Commanders give back to the DMV community?,Day of Service
https://web.archive.org/web/20210509081950/https://old.post-gazette.com/neigh_city/20010109ravecity3.asp,What is the name of the ice rink where the rave music concerts are held?,Neville Ice Arena
https://web.archive.org/web/20210509081950/https://old.post-gazette.com/neigh_city/20010109ravecity3.asp,Who is the councilman who is getting phone calls from angry constituents about the rave noise?,Gene Ricciardi
https://web.archive.org/web/20210509081950/https://old.post-gazette.com/neigh_city/20010109ravecity3.asp,How much money was the ice rink losing per year when it was run by the city in the late 1980s?,"$350,000"
https://web.archive.org/web/20210509081950/https://old.post-gazette.com/neigh_city/20010109ravecity3.asp,What is the name of the new ice rink that just opened in Castle Shannon?,Ice Castle
https://web.archive.org/web/20210509081950/https://old.post-gazette.com/neigh_city/20010109ravecity3.asp,Who is the city Parks Director who is checking with city building inspection and legal officials about the raves at the Neville rink?,Duane Ashley
https://www.pittsburghpa.gov/resident-services/tree-resources/request-tree-work,What is the name of the university founded by Andrew Carnegie in Pittsburgh?,Carnegie Mellon University
https://www.pittsburghpa.gov/resident-services/tree-resources/request-tree-work,In what year was the Roberto Clemente Bridge opened in Pittsburgh?,1964
https://www.pittsburghpa.gov/resident-services/tree-resources/request-tree-work,What is the name of the famous AI professor at CMU who co-founded Duolingo?,Luis von Ahn
https://www.pittsburghpa.gov/resident-services/tree-resources/request-tree-work,Who is the Mayor of Pittsburgh?,Not mentioned in the text
https://www.pittsburghpa.gov/resident-services/tree-resources/request-tree-work,,
https://www.buyfordnow.com,What is the name of the founder of Carnegie Mellon University?,Andrew Carnegie
https://www.buyfordnow.com,Which Pittsburgh neighborhood is known for its vibrant arts scene?,Shadyside
https://www.buyfordnow.com,"Who was the first woman to win a Nobel Prize in Physics, and has a building at CMU named after her?",Marie Curie
https://www.buyfordnow.com,"What is the name of the museum in Pittsburgh that showcases art, architecture, and cultural exhibits?",Carnegie Museum of Art
https://www.buyfordnow.com,Who is the current president of Carnegie Mellon University?,Farnam Jahanian
https://www.sportspittsburgh.com/power-of-sports-economy,How many basketball courts are set up at the David L. Lawrence Convention Center for the Hoop Group Pitt Jam Fest?,37
https://www.sportspittsburgh.com/power-of-sports-economy,How many college coaches are in attendance at the Hoop Group Pitt Jam Fest?,200
https://www.sportspittsburgh.com/power-of-sports-economy,What is the name of the annual youth volleyball event that features over 200 boys' and girls' teams?,Steel City Freeze
https://www.sportspittsburgh.com/power-of-sports-economy,How many teams participate in the East Coast Volleyball Championships?,350+
https://www.sportspittsburgh.com/power-of-sports-economy,What is the name of the event that has been annually hosted in Pittsburgh since 2005?,Hoop Group Pitt Jam Fest
https://www.britannica.com/place/acrisure-stadium,In what year was the Acrisure Stadium built?,2001
https://www.britannica.com/place/acrisure-stadium,Which river flows through Pittsburgh?,Allegheny River
https://www.britannica.com/place/acrisure-stadium,What is the name of the amusement park southeast of Pittsburgh in West Mifflin?,Kennywood
https://www.britannica.com/place/acrisure-stadium,Which Pittsburgh-based company sponsored the Acrisure Stadium?,Heinz Company
https://www.britannica.com/place/acrisure-stadium,Which CMU professor is known for his work on AI and Duolingo?,Luis von Ahn
https://pittsburghopera.org/support?hslang=en,What is the name of Carnegie Mellon University's music department?,Resident Artists Faculty & Administration
https://pittsburghopera.org/support?hslang=en,What is the name of Pittsburgh Opera's annual event?,Monteverdi Society Forever Campaign
https://pittsburghopera.org/support?hslang=en,What is the name of the Pittsburgh Opera's production of Puccini's opera?,Madama Butterfly
https://pittsburghopera.org/support?hslang=en,What is the name of the Pittsburgh Opera's education program for young people?,Bravo Academy
https://pittsburghopera.org/support?hslang=en,What is the name of the Pittsburgh Opera's annual fundraising campaign?,Forever Campaign
https://www.steelers.com/news/antes-del-juego-wild-card-ravens,What is the name of the Pittsburgh Steelers' stadium?,Acrisure Stadium
https://www.steelers.com/news/antes-del-juego-wild-card-ravens,How many times have the Pittsburgh Steelers and Baltimore Ravens faced each other in the playoffs?,2
https://www.steelers.com/news/antes-del-juego-wild-card-ravens,What is the name of the Pittsburgh Steelers' quarterback who has the second-most playoff wins?,Russell Wilson
